Species3,Total.individuals,Female,Male,Unknown,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Secondary1,Tail.Length,Mass,Inference,Traits.inferred,Reference.species
Agapornis fischeri,4,2,2,0,18.8,16.6,11.0,16.7,14.2,92.8,55.4,41.5,48.3,NO,NA,NA
Agapornis lilianae,6,2,4,0,15.9,14.3,9.0,14.1,13.7,88.7,55.8,41.3,37.3,NO,NA,NA
Agapornis nigrigenis,3,2,1,0,16.1,14.2,9.5,15.0,13.3,94.7,54.4,40.3,40.5,NO,NA,NA
Agapornis personatus,4,0,1,3,19.2,17.3,10.5,16.6,14.8,97.5,57.2,43.2,52.4,NO,NA,NA
Agapornis pullarius,4,2,2,0,15.6,13.8,8.8,12.7,12.4,91.2,56.5,40.0,39.3,NO,NA,NA
Agapornis roseicollis,4,2,2,0,19.4,17.2,10.7,17.9,13.9,101.0,59.9,44.0,53.8,NO,NA,NA
Agapornis swindernianus,4,1,3,0,15.7,13.5,8.5,12.2,11.1,93.2,54.8,35.2,40.0,NO,NA,NA
Agapornis taranta,4,2,2,0,18.8,16.2,11.5,18.2,14.1,100.5,61.8,47.8,57.5,NO,NA,NA
Agelaioides badius,9,2,4,3,18.4,11.6,4.9,8.8,23.7,88.3,73.2,68.9,45.2,NO,NA,NA
Agelaius assimilis,3,2,1,0,23.7,15.4,5.3,8.6,26.7,93.7,72.2,78.7,47.7,NO,NA,NA
Agelaius humeralis,4,0,4,0,18.5,13.0,4.5,7.2,22.0,106.0,79.7,81.8,36.3,NO,NA,NA
Agelaius phoeniceus,6,2,4,0,22.6,15.4,5.6,8.9,28.5,116.7,88.9,87.2,50.8,NO,NA,NA
Agelaius tricolor,4,2,2,0,22.2,14.6,4.9,7.3,26.7,113.2,77.9,83.0,57.9,NO,NA,NA
Agelaius xanthomus,4,2,2,0,19.6,13.9,4.3,6.9,22.0,101.2,80.1,83.2,38.4,NO,NA,NA
Agelastes meleagrides,4,1,1,2,29.1,15.2,10.1,11.0,75.1,216.0,171.3,143.5,815.0,NO,NA,NA
Agelastes niger,4,0,4,0,27.0,16.0,11.2,9.6,70.4,210.0,172.3,132.0,700.0,NO,NA,NA
Agelasticus cyanopus,4,2,2,0,24.2,16.5,5.1,7.8,24.9,87.8,74.3,80.8,37.2,NO,NA,NA
Agelasticus thilius,4,2,2,0,22.7,15.5,4.5,7.2,26.5,92.0,75.2,73.8,31.5,NO,NA,NA
Agelasticus xanthophthalmus,4,2,2,0,23.4,16.8,5.7,7.7,28.8,91.2,76.5,80.8,45.1,NO,NA,NA
Aglaeactis aliciae,4,1,1,2,19.9,15.5,2.5,2.1,8.1,80.0,30.4,47.0,7.8,NO,NA,NA
Aglaeactis castelnaudii,4,1,3,0,22.7,18.2,2.9,2.2,8.1,74.0,30.0,47.2,6.7,NO,NA,NA
Aglaeactis cupripennis,32,0,0,32,22.2,16.4,2.5,1.8,7.3,80.6,29.7,49.3,7.6,NO,NA,NA
Aglaeactis pamela,4,2,2,0,22.2,17.8,2.9,2.1,8.9,68.5,28.9,40.5,5.5,NO,NA,NA
Aglaiocercus berlepschi,4,2,2,0,18.4,14.5,2.1,2.1,5.3,59.3,20.7,55.4,5.0,NO,NA,NA
Aglaiocercus coelestis,4,2,2,0,19.2,13.9,1.9,1.7,5.7,61.0,23.6,87.0,5.6,NO,NA,NA
Aglaiocercus kingi,13,8,3,2,20.3,14.3,2.6,2.1,6.3,55.8,21.6,49.9,4.8,NO,NA,NA
Agriornis albicauda,4,1,3,0,31.0,18.6,7.0,8.6,38.7,137.6,104.0,110.2,53.0,NO,NA,NA
Agriornis lividus,5,2,2,1,34.0,19.1,7.1,7.6,36.6,127.8,99.4,106.6,99.1,NO,NA,NA
Agriornis micropterus,4,1,2,1,30.4,17.6,6.3,7.1,33.4,121.2,89.4,100.9,67.8,NO,NA,NA
Agriornis montanus,4,0,4,0,31.3,17.4,5.7,5.7,31.9,128.9,96.0,94.7,63.3,NO,NA,NA
Agriornis murinus,4,2,2,0,20.8,11.5,4.7,4.1,27.5,96.0,72.2,71.2,29.9,NO,NA,NA
Ailuroedus buccoides,4,2,2,0,29.6,17.0,9.1,12.3,37.4,130.0,104.0,88.0,138.0,NO,NA,NA
Ailuroedus crassirostris,4,1,0,3,34.9,18.1,10.0,14.9,48.4,164.5,132.6,117.5,205.3,NO,NA,NA
Ailuroedus melanotis,4,1,1,2,38.4,21.0,10.8,16.2,45.8,160.2,127.4,118.5,176.9,NO,NA,NA
Aimophila aestivalis,4,2,2,0,12.8,7.9,5.0,6.4,19.0,58.5,48.9,55.0,19.6,NO,NA,NA
Aimophila botterii,4,2,2,0,14.3,8.6,4.9,6.8,21.1,62.6,55.4,63.8,19.9,NO,NA,NA
Aimophila carpalis,5,2,2,1,13.5,7.5,3.9,5.9,18.4,61.6,52.8,63.8,15.3,NO,NA,NA
Aimophila cassinii,4,2,2,0,14.9,7.8,4.6,5.2,19.2,67.2,56.2,64.9,18.9,NO,NA,NA
Aimophila humeralis,4,2,2,0,15.2,9.5,4.9,6.6,20.7,67.2,59.8,74.0,23.9,NO,NA,NA
Aimophila mystacalis,4,2,2,0,14.4,8.9,4.6,6.3,21.5,71.5,64.3,79.2,22.2,NO,NA,NA
Aimophila notosticta,4,1,1,2,15.9,9.4,5.2,6.3,23.9,67.1,61.5,74.2,27.1,NO,NA,NA
Aimophila quinquestriata,4,1,3,0,15.0,9.2,4.8,6.2,20.2,68.8,60.5,62.2,19.5,NO,NA,NA
Aimophila rufescens,4,2,2,0,18.1,11.6,6.2,9.4,25.8,73.2,66.6,75.0,34.3,NO,NA,NA
Aimophila ruficauda,4,2,2,0,17.6,10.5,5.7,9.0,22.9,76.0,67.1,84.8,28.2,NO,NA,NA
Aimophila ruficeps,4,2,2,0,14.9,8.2,4.1,5.0,19.8,59.9,52.2,62.0,18.7,NO,NA,NA
Aimophila stolzmanni,4,0,4,0,21.2,12.0,6.2,9.8,20.9,68.0,62.3,56.4,25.6,NO,NA,NA
Aimophila strigiceps,4,0,4,0,16.0,8.9,5.1,7.2,20.1,65.8,56.4,71.8,22.2,NO,NA,NA
Aimophila sumichrasti,4,2,2,0,15.7,9.9,5.5,7.3,18.6,69.5,63.0,62.5,29.4,NO,NA,NA
Aix galericulata,4,2,2,0,31.8,20.9,13.8,10.6,34.5,221.8,110.6,89.5,567.0,NO,NA,NA
Aix sponsa,4,2,2,0,37.1,24.7,14.9,11.2,31.8,219.5,111.0,92.5,657.6,NO,NA,NA
Alaemon alaudipes,5,2,2,1,28.8,19.1,4.9,4.9,30.3,121.6,86.9,89.2,43.7,NO,NA,NA
Alaemon hamertoni,4,2,2,0,18.1,11.1,3.4,3.4,28.0,97.2,74.0,70.8,40.5,NO,NA,NA
Alauda arvensis,4,2,2,0,13.5,8.7,4.6,4.7,22.3,111.2,71.2,70.2,37.3,NO,NA,NA
Alauda gulgula,4,2,2,0,13.6,9.2,4.2,4.7,23.3,86.2,62.7,50.8,26.3,NO,NA,NA
Alauda japonica,4,2,2,0,12.9,8.8,4.1,4.4,22.2,98.1,72.6,64.0,31.8,NO,NA,NA
Alauda razae,4,2,2,0,15.2,10.5,4.5,5.1,21.0,79.1,62.4,45.6,21.9,NO,NA,NA
Alca torda,4,2,2,0,45.0,21.1,9.3,23.2,31.5,205.0,88.5,87.5,726.0,NO,NA,NA
Alcedo argentata,12,6,6,0,35.9,29.6,6.2,7.5,9.4,58.5,45.4,22.6,17.8,NO,NA,NA
Alcedo atthis,4,2,2,0,42.7,32.5,5.6,7.2,9.1,71.9,52.6,32.0,31.1,NO,NA,NA
Alcedo azurea,4,0,1,3,47.7,39.6,6.6,8.6,9.8,73.8,55.4,34.8,34.9,NO,NA,NA
Alcedo coerulescens,4,2,2,0,35.9,28.6,4.9,6.2,8.8,59.3,45.0,25.8,27.6,NO,NA,NA
Alcedo cristata,9,3,5,1,33.9,26.6,5.5,6.7,8.5,56.2,44.2,26.1,15.7,NO,NA,NA
Alcedo cyanopectus,21,8,13,0,38.9,30.5,6.2,7.5,9.7,57.4,44.8,24.9,21.5,NO,NA,NA
Alcedo euryzona,49,19,29,1,50.5,38.4,7.7,10.2,11.2,82.7,62.7,34.6,43.1,NO,NA,NA
Alcedo hercules,4,2,2,0,56.5,43.6,7.8,11.1,12.2,96.0,71.0,45.2,27.6,NO,NA,NA
Alcedo leucogaster,4,2,2,0,30.6,23.5,5.7,6.7,9.2,55.5,44.5,23.8,14.5,NO,NA,NA
Alcedo meninting,4,2,2,0,44.4,34.0,5.4,7.6,7.7,63.2,47.3,28.2,20.4,NO,NA,NA
Alcedo pusilla,4,2,2,0,28.6,22.7,5.2,6.4,8.0,50.5,38.6,24.5,13.3,NO,NA,NA
Alcedo quadribrachys,4,1,3,0,48.9,36.6,7.3,9.1,11.9,77.7,57.6,35.2,34.9,NO,NA,NA
Alcedo semitorquata,4,2,2,0,49.5,38.5,7.0,9.0,10.8,80.0,60.3,38.5,47.3,NO,NA,NA
Alcedo vintsioides,4,2,2,0,30.1,24.2,4.9,6.2,8.6,58.9,46.4,27.0,17.9,NO,NA,NA
Alcedo websteri,1,0,1,0,52.6,39.3,8.6,11.8,12.1,89.0,68.0,40.0,61.0,NO,NA,NA
Alcippe brunnea,4,2,2,0,13.3,7.3,3.0,4.1,22.2,58.9,52.9,49.8,17.4,NO,NA,NA
Alcippe brunneicauda,9,4,4,1,13.9,8.9,3.6,4.1,21.1,72.4,61.6,61.5,14.3,NO,NA,NA
Alcippe castaneceps,4,2,2,0,11.2,6.0,2.8,2.7,18.6,53.4,45.6,40.9,12.5,NO,NA,NA
Alcippe chrysotis,4,2,2,0,9.9,4.8,2.7,2.9,20.4,52.0,45.1,47.2,5.5,NO,NA,NA
Alcippe cinerea,4,2,2,0,11.1,6.1,2.8,2.9,20.1,53.9,47.0,41.5,11.0,NO,NA,NA
Alcippe cinereiceps,4,2,2,0,10.9,5.4,2.8,3.4,21.9,54.8,49.8,53.2,10.0,NO,NA,NA
Alcippe danisi,1,0,1,0,11.9,5.7,3.2,3.2,22.1,53.0,47.6,57.5,13.2,NO,NA,NA
Alcippe dubia,5,4,1,0,11.9,6.7,3.0,3.7,22.6,57.1,52.3,59.6,13.2,NO,NA,NA
Alcippe formosana,4,2,2,0,10.4,5.1,2.4,3.0,21.2,52.4,44.4,54.0,10.0,NO,NA,NA
Alcippe grotei,4,2,2,0,14.0,7.7,3.3,4.2,20.4,66.1,58.9,65.8,14.3,NO,NA,NA
Alcippe klossi,3,1,1,1,12.6,6.7,2.6,3.2,19.9,55.8,49.4,49.5,12.5,NO,NA,NA
Alcippe ludlowi,4,2,2,0,10.5,5.3,2.6,3.5,22.9,58.1,51.2,53.8,10.5,NO,NA,NA
Alcippe manipurensis,4,2,2,0,10.0,5.3,2.8,3.2,21.1,52.8,47.1,53.1,10.0,NO,NA,NA
Alcippe morrisonia,4,2,2,0,12.2,6.6,3.0,3.8,19.4,61.6,53.5,53.2,15.3,NO,NA,NA
Alcippe nipalensis,4,2,2,0,12.2,6.7,2.9,3.5,20.0,56.0,50.8,59.2,15.8,NO,NA,NA
Alcippe peracensis,4,2,2,0,13.8,7.5,3.3,3.7,21.1,63.2,55.2,66.8,14.3,NO,NA,NA
Alcippe poioicephala,4,2,2,0,14.8,8.2,3.6,4.2,20.8,69.1,61.6,66.4,20.7,NO,NA,NA
Alcippe pyrrhoptera,4,2,2,0,13.5,7.6,3.4,3.9,22.4,62.5,54.7,65.8,13.2,NO,NA,NA
Alcippe ruficapilla,4,2,2,0,9.4,5.1,2.4,3.3,21.6,53.1,47.7,52.0,13.2,NO,NA,NA
Alcippe rufogularis,4,2,2,0,12.7,7.4,3.0,3.6,20.9,55.1,49.1,50.1,13.2,NO,NA,NA
Alcippe striaticollis,4,2,2,0,11.0,5.8,2.8,3.5,21.6,57.6,50.2,61.5,13.2,NO,NA,NA
Alcippe variegaticeps,5,1,1,3,10.5,6.2,2.6,3.0,20.3,54.3,46.6,42.1,13.2,NO,NA,NA
Alcippe vinipectus,4,1,3,0,10.4,5.4,2.8,3.2,21.2,56.9,49.7,51.2,11.9,NO,NA,NA
Aleadryas rufinucha,4,2,2,0,20.3,11.2,4.8,7.3,29.1,83.0,70.8,68.0,40.5,NO,NA,NA
Alectoris barbara,4,2,2,0,22.0,14.2,8.4,9.3,41.0,161.0,115.2,93.8,416.3,NO,NA,NA
Alectoris chukar,4,0,1,3,20.6,14.1,7.8,8.3,38.3,155.2,110.3,75.2,502.1,NO,NA,NA
Alectoris graeca,5,2,2,1,20.6,12.8,8.4,8.8,40.4,156.2,97.9,79.4,594.1,NO,NA,NA
Alectoris magna,4,2,2,0,23.4,15.9,9.2,10.2,40.4,170.8,124.9,93.2,541.4,NO,NA,NA
Alectoris melanocephala,4,2,2,0,29.5,19.8,10.5,11.8,48.5,186.0,139.6,109.8,614.8,NO,NA,NA
Alectoris philbyi,4,2,2,0,21.1,15.5,8.6,9.8,40.8,159.5,115.9,97.8,441.0,NO,NA,NA
Alectoris rufa,4,2,2,0,22.6,11.5,7.3,8.4,41.3,154.5,116.4,90.5,527.9,NO,NA,NA
Alectroenas madagascariensis,4,2,2,0,17.5,9.2,4.1,4.2,22.3,171.0,113.5,81.5,173.0,NO,NA,NA
Alectroenas pulcherrima,4,2,2,0,21.0,9.4,4.3,4.8,25.7,161.8,121.0,79.0,165.0,NO,NA,NA
Alectroenas sganzini,4,2,2,0,18.6,8.8,4.6,4.3,25.6,163.8,113.5,91.2,158.0,NO,NA,NA
Alectrurus risora,4,2,2,0,17.8,9.8,6.3,4.6,23.2,73.0,56.8,156.2,25.0,NO,NA,NA
Alectrurus tricolor,4,2,2,0,14.9,8.1,5.7,5.0,19.4,67.2,52.2,47.8,16.0,NO,NA,NA
Alectura lathami,4,2,2,0,37.8,20.9,12.0,17.4,80.6,289.8,228.0,218.5,2333.1,NO,NA,NA
Alethe choloensis,1,0,1,0,18.7,10.1,3.7,5.0,27.6,97.0,80.0,73.0,41.3,NO,NA,NA
Alethe diademata,8,4,4,0,19.0,11.3,4.5,5.3,24.3,91.0,75.5,74.5,31.5,NO,NA,NA
Alethe fuelleborni,4,2,2,0,20.1,10.9,4.7,6.1,32.9,104.5,86.2,73.5,52.0,NO,NA,NA
Alethe poliocephala,5,2,2,1,18.5,10.9,4.6,5.5,26.3,88.1,73.5,57.6,32.4,NO,NA,NA
Alethe poliophrys,4,2,2,0,18.4,10.0,4.4,4.9,25.5,92.2,79.1,66.5,35.2,NO,NA,NA
Alipiopsitta xanthops,6,1,2,3,33.5,26.7,16.9,25.4,19.9,193.2,142.0,81.6,327.4,NO,NA,NA
Alisterus amboinensis,4,2,2,0,28.6,21.8,14.1,22.0,22.4,204.8,123.5,227.5,153.0,NO,NA,NA
Alisterus chloropterus,4,2,2,0,26.3,20.2,13.3,20.6,19.9,184.5,109.8,207.8,156.0,NO,NA,NA
Alisterus scapularis,4,2,2,0,26.2,20.3,13.4,20.0,21.6,212.8,113.2,205.8,232.3,NO,NA,NA
Alle alle,4,2,2,0,20.9,11.5,8.0,8.8,19.5,115.8,56.2,35.5,180.7,NO,NA,NA
Alophoixus affinis,12,4,6,2,27.0,16.7,5.4,7.0,19.6,109.8,90.6,100.9,40.5,NO,NA,NA
Alophoixus bres,6,2,2,2,22.7,14.9,5.8,7.3,20.0,104.6,84.3,80.8,35.3,NO,NA,NA
Alophoixus finschii,4,2,2,0,17.5,11.6,4.7,5.6,15.9,84.8,68.6,67.2,24.2,NO,NA,NA
Alophoixus flaveolus,7,3,4,0,20.3,11.8,5.4,7.0,20.3,100.6,84.0,89.8,48.3,NO,NA,NA
Alophoixus ochraceus,4,2,2,0,20.7,12.8,4.9,7.0,20.3,100.9,82.9,95.0,41.5,NO,NA,NA
Alophoixus pallidus,4,2,2,0,20.3,12.1,4.6,7.4,20.5,102.6,87.1,104.2,46.0,NO,NA,NA
Alophoixus phaeocephalus,11,2,2,7,20.4,13.6,5.4,6.6,20.1,95.5,82.4,79.0,32.0,NO,NA,NA
Alopochelidon fucata,5,2,2,1,9.2,4.4,3.8,2.3,10.9,98.4,48.2,42.0,14.0,NO,NA,NA
Alopochen aegyptiaca,4,2,2,0,47.9,30.1,20.9,16.8,76.3,376.2,233.2,128.2,1873.0,NO,NA,NA
Amadina erythrocephala,4,2,2,0,11.5,9.0,6.9,8.9,14.7,71.8,49.2,49.2,22.5,NO,NA,NA
Amadina fasciata,4,2,2,0,10.9,8.3,6.1,7.6,14.8,66.2,47.5,42.2,18.0,NO,NA,NA
Amalocichla incerta,5,2,3,0,17.1,10.3,4.0,4.3,36.6,75.6,66.8,61.8,32.7,NO,NA,NA
Amalocichla sclateriana,5,2,2,1,25.9,16.9,4.7,7.2,44.9,102.4,94.3,77.5,34.0,NO,NA,NA
Amandava amandava,4,2,2,0,9.3,6.2,3.9,5.0,12.6,47.0,40.6,40.0,9.0,NO,NA,NA
Amandava formosa,4,2,2,0,10.5,7.9,4.5,5.2,14.1,47.4,42.9,38.9,8.3,NO,NA,NA
Amandava subflava,5,2,2,1,8.8,6.1,4.2,4.6,11.6,43.0,36.1,33.0,7.4,NO,NA,NA
Amaurocichla bocagei,1,0,0,1,19.1,13.0,3.9,3.8,23.9,63.0,56.1,34.0,7.0,NO,NA,NA
Amaurolimnas concolor,4,1,1,2,28.6,15.5,3.6,6.6,39.1,123.8,90.2,47.8,133.0,NO,NA,NA
Amaurornis akool,4,2,2,0,31.7,17.0,4.0,8.0,48.2,118.0,100.6,53.2,131.4,NO,NA,NA
Amaurornis bicolor,4,2,2,0,25.2,13.9,3.1,6.1,34.8,110.0,85.2,50.2,157.3,NO,NA,NA
Amaurornis flavirostra,4,2,2,0,23.6,12.5,3.5,6.6,40.5,99.8,82.0,41.5,86.2,NO,NA,NA
Amaurornis isabellina,4,0,1,3,35.8,17.0,5.5,9.8,65.0,167.2,130.5,63.0,157.3,NO,NA,NA
Amaurornis magnirostris,1,0,0,1,47.6,23.0,5.6,12.4,59.9,160.0,127.0,54.0,168.6,NO,NA,NA
Amaurornis moluccana,4,2,2,0,33.1,17.2,5.2,9.6,54.2,131.8,99.8,49.5,186.8,NO,NA,NA
Amaurornis olivacea,4,2,2,0,35.4,17.0,5.4,9.8,60.2,150.2,114.9,53.2,292.0,NO,NA,NA
Amaurornis olivieri,2,0,2,0,28.0,14.2,3.7,6.6,39.2,102.0,80.2,52.0,157.3,NO,NA,NA
Amaurornis phoenicurus,4,2,2,0,37.2,18.6,4.4,8.7,48.8,145.2,111.5,55.8,180.0,NO,NA,NA
Amaurospiza carrizalensis,0,0,0,0,13.3,7.4,6.4,6.8,18.1,61.8,53.5,57.5,13.3,YES,ALL,Amaurospiza moesta
Amaurospiza concolor,4,1,3,0,12.4,7.1,5.1,6.6,17.5,60.1,50.0,50.0,13.1,NO,NA,NA
Amaurospiza moesta,4,1,3,0,13.3,7.4,6.4,6.8,18.1,61.8,53.5,57.5,13.6,NO,NA,NA
Amazilia amabilis,16,3,13,0,21.4,16.5,2.1,1.9,5.0,53.0,18.3,30.6,4.3,NO,NA,NA
Amazilia amazilia,4,2,2,0,21.1,15.9,2.9,1.9,6.5,60.5,25.3,37.5,4.3,NO,NA,NA
Amazilia beryllina,4,2,2,0,22.1,17.4,2.3,2.2,5.7,53.8,21.1,34.0,4.5,NO,NA,NA
Amazilia boucardi,4,1,3,0,22.2,17.0,2.2,2.2,5.8,54.2,20.8,33.0,4.5,NO,NA,NA
Amazilia brevirostris,4,2,2,0,19.6,15.2,2.1,1.8,5.1,48.8,18.4,28.5,4.3,NO,NA,NA
Amazilia candida,4,2,2,0,18.4,13.4,2.3,2.0,5.8,52.2,19.8,28.5,3.8,NO,NA,NA
Amazilia castaneiventris,7,2,3,2,21.9,18.4,1.9,1.6,5.2,52.1,20.7,30.1,5.0,NO,NA,NA
Amazilia chionogaster,4,2,2,0,25.7,19.9,2.5,2.3,6.2,58.2,22.9,32.2,5.0,NO,NA,NA
Amazilia cyanifrons,4,0,0,4,20.3,15.2,2.3,1.7,5.6,56.0,20.4,35.2,5.0,NO,NA,NA
Amazilia cyanocephala,4,2,2,0,23.6,16.8,2.4,2.3,5.5,60.0,21.7,38.2,5.1,NO,NA,NA
Amazilia cyanura,4,2,2,0,22.2,16.4,2.5,1.9,7.2,53.4,19.6,30.5,3.9,NO,NA,NA
Amazilia decora,13,1,12,0,25.0,18.9,2.0,2.5,4.9,52.3,20.4,31.1,4.6,NO,NA,NA
Amazilia edward,4,0,1,3,20.8,16.5,1.9,1.7,4.5,51.9,18.6,29.4,4.7,NO,NA,NA
Amazilia fimbriata,13,5,4,4,21.4,17.6,2.3,2.5,4.1,51.9,18.5,29.7,4.9,NO,NA,NA
Amazilia franciae,34,2,32,0,26.1,20.4,2.5,2.0,6.3,54.2,21.1,33.9,5.0,NO,NA,NA
Amazilia lactea,32,4,26,2,22.6,16.9,2.5,2.2,4.5,54.3,24.5,30.3,4.6,NO,NA,NA
Amazilia leucogaster,6,0,0,6,25.1,22.0,2.7,2.5,3.7,53.6,19.9,32.1,4.7,NO,NA,NA
Amazilia luciae,2,1,1,0,23.0,17.1,2.1,2.6,3.6,54.4,19.1,34.0,4.8,NO,NA,NA
Amazilia rosenbergi,4,1,3,0,23.9,19.2,2.3,2.1,6.0,52.2,18.6,29.0,3.7,NO,NA,NA
Amazilia rutila,4,2,2,0,24.4,18.8,2.7,2.0,5.4,56.0,20.8,38.5,5.2,NO,NA,NA
Amazilia saucerrottei,4,0,1,3,22.0,16.6,2.6,1.9,5.2,52.5,18.3,30.2,4.5,NO,NA,NA
Amazilia tobaci,4,0,4,0,21.5,16.2,2.4,1.9,6.4,51.8,18.4,29.2,4.7,NO,NA,NA
Amazilia tzacatl,23,2,19,2,21.8,18.8,2.8,2.6,5.3,57.4,21.3,32.4,4.8,NO,NA,NA
Amazilia versicolor,13,2,2,9,19.1,13.5,1.7,2.0,4.3,48.2,17.7,28.9,4.1,NO,NA,NA
Amazilia violiceps,4,1,3,0,26.2,19.4,2.6,2.2,6.5,60.5,23.3,32.5,5.1,NO,NA,NA
Amazilia viridicauda,4,1,2,1,25.4,19.7,2.5,2.0,5.0,55.8,19.8,34.8,6.1,NO,NA,NA
Amazilia viridifrons,6,1,2,3,24.6,21.6,3.1,2.4,4.6,55.6,19.8,31.8,6.3,NO,NA,NA
Amazilia viridigaster,8,2,2,4,20.4,15.8,2.4,2.0,4.6,50.6,18.5,29.0,3.7,NO,NA,NA
Amazilia yucatanensis,4,2,2,0,24.0,18.1,2.7,2.2,6.0,55.0,20.7,34.8,3.9,NO,NA,NA
Amazona aestiva,5,0,1,4,37.7,29.0,17.8,30.1,18.1,203.8,149.8,112.0,451.0,NO,NA,NA
Amazona agilis,4,0,2,2,29.2,23.2,14.6,23.3,19.5,160.0,108.0,78.0,213.0,NO,NA,NA
Amazona albifrons,8,4,4,0,32.2,24.9,16.3,25.7,19.2,174.2,118.1,88.5,206.0,NO,NA,NA
Amazona amazonica,8,3,4,1,36.7,29.6,18.7,29.1,21.0,202.4,144.8,99.2,370.0,NO,NA,NA
Amazona arausiaca,4,0,1,3,38.2,30.2,17.5,33.9,26.1,242.2,166.3,145.8,327.4,NO,NA,NA
Amazona auropalliata,4,1,3,0,41.9,34.8,19.6,37.2,24.4,200.5,136.9,124.4,476.9,NO,NA,NA
Amazona autumnalis,25,5,4,16,35.2,30.2,17.1,30.0,22.6,210.9,162.4,115.6,416.0,NO,NA,NA
Amazona barbadensis,4,1,2,1,39.6,28.1,15.1,28.1,17.0,215.0,141.9,136.8,270.0,NO,NA,NA
Amazona brasiliensis,8,3,4,1,33.5,28.3,17.7,28.5,22.6,212.3,183.1,118.2,327.4,NO,NA,NA
Amazona collaria,4,1,3,0,33.1,26.7,16.3,27.2,20.1,178.2,117.1,100.2,187.0,NO,NA,NA
Amazona dufresniana,4,2,2,0,40.0,32.4,18.7,32.2,24.2,203.5,141.6,103.8,623.0,NO,NA,NA
Amazona farinosa,10,5,3,2,45.5,35.7,20.4,36.4,25.9,235.2,168.8,130.8,626.0,NO,NA,NA
Amazona festiva,8,3,5,0,37.8,30.0,16.6,29.3,23.8,204.0,143.0,103.8,430.0,NO,NA,NA
Amazona finschi,4,2,2,0,35.9,28.7,18.5,32.2,21.4,191.5,121.6,108.8,302.0,NO,NA,NA
Amazona guildingii,4,2,2,0,41.1,33.5,22.2,34.2,27.7,262.5,180.0,153.2,646.0,NO,NA,NA
Amazona imperialis,4,2,0,2,44.8,37.8,20.8,34.4,31.4,282.0,202.9,167.0,327.4,NO,NA,NA
Amazona kawalli,7,4,3,0,40.2,34.8,19.8,34.0,25.1,233.3,201.5,116.1,327.4,NO,NA,NA
Amazona leucocephala,4,2,2,0,30.2,24.6,15.6,27.3,20.9,198.8,131.7,113.2,235.3,NO,NA,NA
Amazona mercenaria,6,1,4,1,35.7,27.0,15.0,26.1,20.7,214.7,145.3,101.9,340.0,NO,NA,NA
Amazona ochrocephala,4,0,1,3,42.9,32.6,20.6,33.2,21.4,208.8,145.9,107.2,476.9,NO,NA,NA
Amazona oratrix,4,2,2,0,38.2,31.6,18.8,32.7,24.9,221.0,144.3,112.2,476.9,NO,NA,NA
Amazona pretrei,8,5,2,1,28.3,23.4,13.8,21.3,18.4,203.9,150.2,106.7,272.8,NO,NA,NA
Amazona rhodocorytha,4,1,1,2,37.5,29.5,18.1,30.9,23.0,209.2,146.7,112.0,474.3,NO,NA,NA
Amazona tucumana,4,0,2,2,27.8,20.3,14.8,22.0,20.3,196.8,120.9,106.8,260.0,NO,NA,NA
Amazona ventralis,4,1,0,3,31.2,24.8,15.0,26.5,19.9,184.0,115.9,97.2,214.0,NO,NA,NA
Amazona versicolor,4,1,1,2,38.8,30.7,18.9,32.2,26.7,254.2,174.5,165.3,676.0,NO,NA,NA
Amazona vinacea,4,2,2,0,33.2,24.6,15.8,26.4,22.5,212.2,145.0,117.2,254.0,NO,NA,NA
Amazona viridigenalis,4,2,2,0,33.4,26.6,16.5,26.9,20.2,195.5,124.6,101.2,316.0,NO,NA,NA
Amazona vittata,4,0,1,3,33.7,27.0,15.9,27.6,21.7,182.2,121.4,96.8,279.3,NO,NA,NA
Amazona xantholora,4,0,0,4,31.0,23.9,14.6,24.5,19.1,171.5,102.3,81.2,217.0,NO,NA,NA
Amazonetta brasiliensis,9,4,5,0,38.4,28.4,14.9,12.7,31.6,181.0,126.7,90.3,500.0,NO,NA,NA
Amblycercus holosericeus,11,0,3,8,31.3,20.4,6.9,9.4,32.2,93.0,81.2,101.7,70.4,NO,NA,NA
Amblyornis flavifrons,1,0,1,0,27.4,13.4,6.8,8.3,33.9,132.0,104.3,84.0,120.0,NO,NA,NA
Amblyornis inornata,4,1,0,3,30.0,14.4,8.6,8.9,35.8,128.5,105.2,93.2,124.0,NO,NA,NA
Amblyornis macgregoriae,8,4,4,0,26.7,13.3,7.6,8.8,37.3,131.6,104.7,88.4,117.5,NO,NA,NA
Amblyornis subalaris,5,2,2,1,25.2,13.5,6.9,8.3,34.4,120.7,100.8,86.7,108.9,NO,NA,NA
Amblyospiza albifrons,5,2,2,1,22.6,13.1,9.2,15.1,21.9,90.8,75.2,67.2,41.6,NO,NA,NA
Amblyramphus holosericeus,4,2,2,0,32.2,21.6,6.8,9.9,31.1,107.1,91.8,98.2,56.8,NO,NA,NA
Ammodramus aurifrons,4,2,2,0,13.6,8.6,4.3,5.4,21.2,55.5,51.2,48.5,17.8,NO,NA,NA
Ammodramus bairdii,4,2,2,0,11.6,7.7,4.8,5.0,22.7,65.2,53.0,43.2,18.0,NO,NA,NA
